phylum,class,order,family,genus,species,specificEpithet,body mass,body mass - units,original body mass,original body mass - units,metabolic rate,original metabolic rate,mass-specific metabolic rate,mass-specific metabolic rate - units
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,6.6e-06,kg,6.6,mg,1.69705627484771e-05,12,2.571297386,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,6.95e-06,kg,6.95,mg,1.85261976670875e-05,13.1,2.665639952,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,6.97e-06,kg,6.97,mg,1.11722871427475e-05,7.9,1.602910637,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,7.11e-06,kg,7.11,mg,1.01823376490863e-05,7.2,1.432115,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,7.28e-06,kg,7.28,mg,1.28693434175952e-05,9.1,1.767766953,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,7.33e-06,kg,7.33,mg,1.38592929112563e-05,9.8,1.890763017,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,7.48e-06,kg,7.48,mg,9.75807358037436e-06,6.9,1.304555291,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,7.87e-06,kg,7.87,mg,2.07889393668845e-05,14.7,2.641542486,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,8.3e-06,kg,8.3,mg,2.31931024229188e-05,16.4,2.79434969,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,8.8e-06,kg,8.8,mg,1.06066017177982e-05,7.5,1.20529565,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,8.9e-06,kg,8.9,mg,1.3717871555019e-05,9.7,1.541333883,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,1.024e-05,kg,10.24,mg,1.32936074863071e-05,9.4,1.298203856,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Anoplolepis,Anoplolepis steinergroeveri,steinergroeveri,1.048e-05,kg,10.48,mg,1.76776695296637e-05,12.5,1.686800528,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,3.6e-06,kg,3.6,mg,1.46e-05,14.6,4.055555556,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,4.5e-06,kg,4.5,mg,8.6e-06,8.6,1.911111111,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,4.5e-06,kg,4.5,mg,1.46e-05,14.6,3.244444444,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,4.9e-06,kg,4.9,mg,1.33e-05,13.3,2.714285714,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,7.4e-06,kg,7.4,mg,2.29e-05,22.9,3.094594595,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,8.3e-06,kg,8.3,mg,1.32e-05,13.2,1.590361446,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.04e-05,kg,10.4,mg,2.13e-05,21.3,2.048076923,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.04e-05,kg,10.4,mg,2.36e-05,23.6,2.269230769,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.14e-05,kg,11.4,mg,2.31e-05,23.1,2.026315789,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.2e-05,kg,12,mg,1.79e-05,17.9,1.491666667,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.2e-05,kg,12,mg,1.89e-05,18.9,1.575,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.23e-05,kg,12.3,mg,4.89e-05,48.9,3.975609756,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.27e-05,kg,12.7,mg,2.66e-05,26.6,2.094488189,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.35e-05,kg,13.5,mg,2.64e-05,26.4,1.955555556,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.5e-05,kg,15,mg,2.57e-05,25.7,1.713333333,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.6e-05,kg,16,mg,1.67e-05,16.7,1.04375,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.6e-05,kg,16,mg,2.36e-05,23.6,1.475,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.76e-05,kg,17.6,mg,2.99e-05,29.9,1.698863636,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.9e-05,kg,19,mg,5.18e-05,51.8,2.726315789,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.92e-05,kg,19.2,mg,3.62e-05,36.2,1.885416667,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,1.99e-05,kg,19.9,mg,2.98e-05,29.8,1.497487437,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,2.15e-05,kg,21.5,mg,3.37e-05,33.7,1.56744186,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,2.22e-05,kg,22.2,mg,4.91e-05,49.1,2.211711712,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,2.35e-05,kg,23.5,mg,5.25e-05,52.5,2.234042553,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,2.44e-05,kg,24.4,mg,3.07e-05,30.7,1.258196721,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,2.67e-05,kg,26.7,mg,4.12e-05,41.2,1.543071161,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Atta,Atta columbica,columbica,3.33e-05,kg,33.3,mg,3.65e-05,36.5,1.096096096,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,1.085e-05,kg,10.85,mg,1.79e-05,17.9,1.649769585,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,1.386e-05,kg,13.86,mg,2.65e-05,26.5,1.911976912,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,1.448e-05,kg,14.48,mg,2.57e-05,25.7,1.774861878,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,1.471e-05,kg,14.71,mg,2.49e-05,24.9,1.692726037,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.215e-05,kg,22.15,mg,3.07e-05,30.7,1.386004515,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.269e-05,kg,22.69,mg,4.39e-05,43.9,1.934773028,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.338e-05,kg,23.38,mg,4.45e-05,44.5,1.903336185,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.431e-05,kg,24.31,mg,2.64e-05,26.4,1.085972851,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.438e-05,kg,24.38,mg,4.35e-05,43.5,1.784249385,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.746e-05,kg,27.46,mg,6.55e-05,65.5,2.385287691,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,2.762e-05,kg,27.62,mg,3.97e-05,39.7,1.437364229,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,3.202e-05,kg,32.02,mg,2.8e-05,28,0.874453467,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,3.351e-05,kg,33.51,mg,4.89e-05,48.9,1.459265891,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,3.968e-05,kg,39.68,mg,4.97e-05,49.7,1.252520161,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,4.792e-05,kg,47.92,mg,6.32e-05,63.2,1.318864775,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,4.917e-05,kg,49.17,mg,3.79e-05,37.9,0.7707952,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,5.39e-05,kg,53.9,mg,7.93e-05,79.3,1.471243043,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,5.831e-05,kg,58.31,mg,4.31e-05,43.1,0.739152804,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,5.949e-05,kg,59.49,mg,4.89e-05,48.9,0.821986889,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,5.966e-05,kg,59.66,mg,8.1e-05,81,1.357693597,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,8.474e-05,kg,84.74,mg,8.49e-05,84.9,1.001888128,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,8.895e-05,kg,88.95,mg,8.01e-05,80.1,0.900505902,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,0.00010606,kg,106.06,mg,8.61e-05,86.1,0.811804639,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus fulvopilosus,fulvopilosus,0.0001553,kg,155.3,mg,7.27e-05,72.7,0.468126207,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,7.7e-06,kg,7.7,mg,2.46073159852919e-05,17.4,3.195755323,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.04e-05,kg,10.4,mg,2.30516810666815e-05,16.3,2.216507795,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.08e-05,kg,10.8,mg,3.40825468531916e-05,24.1,3.155791375,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.09e-05,kg,10.9,mg,2.99813275223096e-05,21.2,2.750580507,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.1e-05,kg,11,mg,2.30516810666815e-05,16.3,2.09560737,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.1e-05,kg,11,mg,2.98399061660723e-05,21.1,2.712718742,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.11e-05,kg,11.1,mg,2.17788888605457e-05,15.4,1.96206206,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.12e-05,kg,11.2,mg,2.88499566724111e-05,20.4,2.575888989,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.34e-05,kg,13.4,mg,2.82842712474619e-05,20,2.110766511,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.42e-05,kg,14.2,mg,2.02232539419353e-05,14.3,1.424172813,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.51e-05,kg,15.1,mg,3.3799704140717e-05,23.9,2.238391003,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.52e-05,kg,15.2,mg,2.95570634535977e-05,20.9,1.944543648,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.57e-05,kg,15.7,mg,3.95979797464467e-05,28,2.522164315,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.62e-05,kg,16.2,mg,2.54558441227157e-05,18,1.571348403,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.66e-05,kg,16.6,mg,3.59210244842766e-05,25.4,2.163917138,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.83e-05,kg,18.3,mg,3.153696244092e-05,22.3,1.723331281,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.84e-05,kg,18.4,mg,3.5638181771802e-05,25.2,1.936857705,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.87e-05,kg,18.7,mg,3.47896536343781e-05,24.6,1.860409285,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.89e-05,kg,18.9,mg,3.3799704140717e-05,23.9,1.788344134,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1.92e-05,kg,19.2,mg,4.35577777210913e-05,30.8,2.268634256,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.17e-05,kg,21.7,mg,3.04055915910215e-05,21.5,1.401179336,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.22e-05,kg,22.2,mg,3.43653895656662e-05,24.3,1.547990521,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.35e-05,kg,23.5,mg,3.94565583902094e-05,27.9,1.679002485,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.36e-05,kg,23.6,mg,3.29511760032931e-05,23.3,1.396236271,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.43e-05,kg,24.3,mg,4.01636651713959e-05,28.4,1.652825727,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.48e-05,kg,24.8,mg,3.47896536343781e-05,24.6,1.402808614,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.54e-05,kg,25.4,mg,4.69518902707868e-05,33.2,1.848499617,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.56e-05,kg,25.6,mg,3.11126983722081e-05,22,1.21533978,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.57e-05,kg,25.7,mg,3.26683332908185e-05,23.1,1.271141373,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.7e-05,kg,27,mg,2.87085353161738e-05,20.3,1.063279086,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.95e-05,kg,29.5,mg,2.07889393668845e-05,14.7,0.704709809,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,2.98e-05,kg,29.8,mg,9.58836795288958e-05,67.8,3.217573139,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,3.07e-05,kg,30.7,mg,3.29511760032931e-05,23.3,1.073328209,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,3.32e-05,kg,33.2,mg,3.01227488785469e-05,21.3,0.907311713,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,3.32e-05,kg,33.2,mg,3.153696244092e-05,22.3,0.949908507,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,3.39e-05,kg,33.9,mg,6.9013621843807e-05,48.8,2.035800054,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,3.72e-05,kg,37.2,mg,3.36582827844797e-05,23.8,0.904792548,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,3.72e-05,kg,37.2,mg,2.88499566724111e-05,20.4,0.77553647,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,7.17e-05,kg,71.7,mg,8.58427632360469e-05,60.7,1.197249139,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,9.02e-05,kg,90.2,mg,9.5035151391472e-05,67.2,1.053604783,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,1e-04,kg,100,mg,0.000201384,142.4,2.013840113,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001061,kg,106.1,mg,7.63675323681471e-05,54,0.719769391,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001066,kg,106.6,mg,7.93373808491306e-05,56.1,0.744253104,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001075,kg,107.5,mg,0.000209021,147.8,1.944379205,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001102,kg,110.2,mg,9.92777920785913e-05,70.2,0.900887405,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001106,kg,110.6,mg,8.18829652614022e-05,57.9,0.740352308,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001117,kg,111.7,mg,7.73574818618083e-05,54.7,0.692546839,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001119,kg,111.9,mg,7.01449926937055e-05,49.6,0.626854269,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001206,kg,120.6,mg,0.00013435,95,1.114015659,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus maculatus,maculatus,0.0001292,kg,129.2,mg,0.0001154,81.6,0.893187513,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,2.06e-06,kg,2.06,mg,1.03968306733598e-05,12.8,5.047005181,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,2.82e-06,kg,2.82,mg,1.93316070332784e-05,23.8,6.855179799,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,4.53e-06,kg,4.53,mg,1.46205431344122e-05,18,3.227492966,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,5.53e-06,kg,5.53,mg,2.32304185357883e-05,28.6,4.200799012,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,5.63e-06,kg,5.63,mg,2.03063099089059e-05,25,3.606804602,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,5.63e-06,kg,5.63,mg,2.50173738077721e-05,30.8,4.44358327,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,6e-06,kg,6,mg,2.72916805175695e-05,33.6,4.54861342,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,6.74e-06,kg,6.74,mg,2.19308147016184e-05,27,3.253830074,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,8.03e-06,kg,8.03,mg,1.4458092655141e-05,17.8,1.800509671,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,8.03e-06,kg,8.03,mg,2.32304185357883e-05,28.6,2.89295374,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,8.24e-06,kg,8.24,mg,2.0062634189999e-05,24.7,2.434785703,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,8.66e-06,kg,8.66,mg,1.86818051161934e-05,23,2.157252323,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,9.08e-06,kg,9.08,mg,1.55140207704041e-05,19.1,1.708592596,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,9.08e-06,kg,9.08,mg,3.60640063982169e-05,44.4,3.971806872,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,9.23e-06,kg,9.23,mg,1.98189584710921e-05,24.4,2.14723277,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,9.71e-06,kg,9.71,mg,2.98908881859095e-05,36.8,3.078361296,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,1.164e-05,kg,11.64,mg,3.50080782829537e-05,43.1,3.007566863,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,1.212e-05,kg,12.12,mg,2.87537348310107e-05,35.4,2.372420366,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,1.403e-05,kg,14.03,mg,3.70387092738443e-05,45.6,2.639965023,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,1.465e-05,kg,14.65,mg,7.2290463275705e-05,89,4.934502613,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,1.487e-05,kg,14.87,mg,4.54861341959492e-05,56,3.058919583,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,1.863e-05,kg,18.63,mg,6.91226789299156e-05,85.1,3.710288724,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,2.25e-05,kg,22.5,mg,8.99163402766353e-05,110.7,3.99628179,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,2.382e-05,kg,23.82,mg,8.95914393180928e-05,110.3,3.76118553,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton hamatum,hamatum,2.388e-05,kg,23.88,mg,7.70015271745711e-05,94.8,3.224519563,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,4.2e-06,kg,4.2,mg,1.16e-05,11.6,2.761904762,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,5.4e-06,kg,5.4,mg,1.55e-05,15.5,2.87037037,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,6.6e-06,kg,6.6,mg,1.37e-05,13.7,2.075757576,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,6.6e-06,kg,6.6,mg,1.49e-05,14.9,2.257575758,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,6.6e-06,kg,6.6,mg,1.37e-05,13.7,2.075757576,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,6.8e-06,kg,6.8,mg,1.24e-05,12.4,1.823529412,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,6.8e-06,kg,6.8,mg,1.1e-05,11,1.617647059,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,7e-06,kg,7,mg,1.74e-05,17.4,2.485714286,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,8.4e-06,kg,8.4,mg,1.53e-05,15.3,1.821428571,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.09e-05,kg,10.9,mg,1.91e-05,19.1,1.752293578,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.09e-05,kg,10.9,mg,1.79e-05,17.9,1.642201835,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.29e-05,kg,12.9,mg,2.35e-05,23.5,1.821705426,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.3e-05,kg,13,mg,2.91e-05,29.1,2.238461538,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.31e-05,kg,13.1,mg,2.57e-05,25.7,1.961832061,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.31e-05,kg,13.1,mg,2.66e-05,26.6,2.030534351,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.38e-05,kg,13.8,mg,2.4e-05,24,1.739130435,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.68e-05,kg,16.8,mg,2.3e-05,23,1.369047619,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.69e-05,kg,16.9,mg,3.14e-05,31.4,1.857988166,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.72e-05,kg,17.2,mg,2.09e-05,20.9,1.215116279,W/kg
Arthropoda,Insecta,Hymenoptera,Formicidae,Eciton,Eciton rufa,rufa,1.93e-05,kg,19.3,mg,3.42e-05,34.2,1.772020725,W/kg
